Name Party,Code,,Vote Count 1 2,Ab/Aff/Spec/Fed,Total Voters,Total
County Election,,,,,,
Column 01,,,,,,
Pos A01 PRESIDENT/VICE PRESIDENT,,,* * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * *,,,
OVERVOTES/VOIDS,VOIDS/,14 05,,0,0,0,,0
"",,Williamson,,1,0,1,,2
OVERVOTES/VOIDS,VOIDS/,15 01,,1,0,0,,1
Name Party,Code,,Vote Count 1,2 Ab/Aff/Spec/Fed,Total Voters,,,,,Total
OVERVOTES/VOIDS VOIDS/,15 02,,0,0 0,,,,,,0
OVERVOTES/VOIDS VOIDS/,15 03,,0,0 0,,,,,,0
OVERVOTES/VOIDS VOIDS/,15 04,,0,0 0,,,,,,0
"",Wolcott,,1,0 0,,,,,,1
"* * * * * * * * * * * * * * * * * * * * * * * * * * * * * *",,,,PRESIDENT/VICE PRESIDENT,,,Total,Pos,T01,33
Pos U01 PRESIDENT/VICE PRESIDENT,,,* * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * *,,,,,,,
UNDERVOTES/BLANK BLANK,01 01,,6,0 1,,,,,,7
UNDERVOTES/BLANK BLANK,01 02,,1,0 2,,,,,,3
UNDERVOTES/BLANK BLANK,01 03,,1,0 0,,,,,,1
UNDERVOTES/BLANK BLANK,01 04,,1,0 0,,,,,,1
UNDERVOTES/BLANK BLANK,01 05,,3,0 1,,,,,,4
UNDERVOTES/BLANK BLANK,01 06,,3,0 2,,,,,,5
UNDERVOTES/BLANK BLANK,01 07,,3,0 0,,,,,,3
UNDERVOTES/BLANK BLANK,01 08,,0,1 0,,,,,,1
UNDERVOTES/BLANK BLANK,01 09,,2,0 1,,,,,,3
UNDERVOTES/BLANK BLANK,01 10,,4,0 2,,,,,,6
"",Arcadia,,24,1 9,,,,,,34
UNDERVOTES/BLANK BLANK,02 01,,0,0 3,,,,,,3
"",Butler,,0,0 3,,,,,,3
UNDERVOTES/BLANK BLANK,03 01,,0,1 2,,,,,,3
UNDERVOTES/BLANK BLANK,03 02,,3,0 0,,,,,,3
UNDERVOTES/BLANK BLANK,03 03,,5,6 0,,,,,,11
UNDERVOTES/BLANK BLANK,03 04,,2,0 1,,,,,,3
"",Galen,,10,7 3,,,,,,20
UNDERVOTES/BLANK BLANK,04 01,,2,0 0,,,,,,2
UNDERVOTES/BLANK BLANK,04 02,,3,0 0,,,,,,3
"",Huron,,5,0 0,,,,,,5
UNDERVOTES/BLANK BLANK,05 01,,3,0 3,,,,,,6
Name,Party,Code,,Vote Count 1,2,Ab/Aff/Spec/Fed,Total Voters,Total
UNDERVOTES/BLANK,BLANK,05 02,,1,0,1,,2
UNDERVOTES/BLANK,BLANK,05 03,,5,0,3,,8
UNDERVOTES/BLANK,BLANK,05 04,,2,0,1,,3
UNDERVOTES/BLANK,BLANK,05 05,,3,0,0,,3
"",,Lyons,,14,0,8,,22
UNDERVOTES/BLANK,BLANK,06 01,,1,2,1,,4
UNDERVOTES/BLANK,BLANK,06 02,,0,3,3,,6
UNDERVOTES/BLANK,BLANK,06 03,,7,3,3,,13
UNDERVOTES/BLANK,BLANK,06 04,,1,2,0,,3
UNDERVOTES/BLANK,BLANK,06 05,,9,0,0,,9
"",,Macedon,,18,10,7,,35
UNDERVOTES/BLANK,BLANK,07 01,,3,0,0,,3
UNDERVOTES/BLANK,BLANK,07 02,,6,0,0,,6
UNDERVOTES/BLANK,BLANK,07 03,,3,0,0,,3
UNDERVOTES/BLANK,BLANK,07 04,,3,0,2,,5
"",,Marion,,15,0,2,,17
UNDERVOTES/BLANK,BLANK,08 01,,1,1,1,,3
UNDERVOTES/BLANK,BLANK,08 02,,4,0,1,,5
UNDERVOTES/BLANK,BLANK,08 03,,6,0,3,,9
UNDERVOTES/BLANK,BLANK,08 04,,0,0,1,,1
UNDERVOTES/BLANK,BLANK,08 05,,1,0,0,,1
UNDERVOTES/BLANK,BLANK,08 06,,1,5,1,,7
"",,Ontario,,13,6,7,,26
UNDERVOTES/BLANK,BLANK,09 01,,0,2,1,,3
UNDERVOTES/BLANK,BLANK,09 02,,2,3,1,,6
UNDERVOTES/BLANK,BLANK,09 03,,2,0,0,,2
UNDERVOTES/BLANK,BLANK,09 04,,3,1,1,,5
UNDERVOTES/BLANK,BLANK,09 05,,4,0,0,,4
Name,Party,Code,,Vote Count 1,2,Ab/Aff/Spec/Fed,Total Voters,Total
UNDERVOTES/BLANK,BLANK,09 06,,4,1,2,,7
"",,Palmyra,,15,7,5,,27
UNDERVOTES/BLANK,BLANK,10 01,,1,0,0,,1
UNDERVOTES/BLANK,BLANK,10 02,,2,0,1,,3
"",,Rose,,3,0,1,,4
UNDERVOTES/BLANK,BLANK,11 01,,2,0,1,,3
UNDERVOTES/BLANK,BLANK,11 02,,3,0,2,,5
"",,Savannah,,5,0,3,,8
UNDERVOTES/BLANK,BLANK,12 01,,3,0,2,,5
UNDERVOTES/BLANK,BLANK,12 02,,0,4,1,,5
UNDERVOTES/BLANK,BLANK,12 03,,1,2,1,,4
UNDERVOTES/BLANK,BLANK,12 04,,7,0,1,,8
UNDERVOTES/BLANK,BLANK,12 05,,3,0,1,,4
UNDERVOTES/BLANK,BLANK,12 06,,1,1,1,,3
"",,Sodus,,15,7,7,,29
UNDERVOTES/BLANK,BLANK,13 01,,1,0,2,,3
UNDERVOTES/BLANK,BLANK,13 02,,3,1,1,,5
UNDERVOTES/BLANK,BLANK,13 03,,3,0,0,,3
UNDERVOTES/BLANK,BLANK,13 04,,6,0,1,,7
UNDERVOTES/BLANK,BLANK,13 05,,3,2,1,,6
"",,Walworth,,16,3,5,,24
UNDERVOTES/BLANK,BLANK,14 01,,4,0,1,,5
UNDERVOTES/BLANK,BLANK,14 02,,5,0,4,,9
UNDERVOTES/BLANK,BLANK,14 03,,2,0,2,,4
UNDERVOTES/BLANK,BLANK,14 04,,2,0,2,,4
UNDERVOTES/BLANK,BLANK,14 05,,5,0,1,,6
"",,Williamson,,18,0,10,,28
UNDERVOTES/BLANK,BLANK,15 01,,1,1,0,,2
Name Party,Code,,Vote Count 1,2 Ab/Aff/Spec/Fed,Total Voters,,,,,Total
UNDERVOTES/BLANK BLANK,15 02,,0,0 0,,,,,,0
UNDERVOTES/BLANK BLANK,15 03,,0,1 1,,,,,,2
UNDERVOTES/BLANK BLANK,15 04,,0,1 2,,,,,,3
"",Wolcott,,1,3 3,,,,,,7
"* * * * * * * * * * * * * * * * * * * * * * * * * * * * * *",,,,PRESIDENT/VICE PRESIDENT,,,Total,Pos,U01,289
Column 02,,,,,,,,,,
Pos A02 UNITED STATES SENATOR,,* * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * *,,,,,,,,
SCHUMER DEMOC,01 01,,270,0 16,,,,,,286
SCHUMER DEMOC,01 02,,177,115 38,,,,,,330
SCHUMER DEMOC,01 03,,212,0 17,,,,,,229
SCHUMER DEMOC,01 04,,178,0 20,,,,,,198
SCHUMER DEMOC,01 05,,197,0 20,,,,,,217
SCHUMER DEMOC,01 06,,312,0 32,,,,,,344
SCHUMER DEMOC,01 07,,193,0 23,,,,,,216
SCHUMER DEMOC,01 08,,75,73 11,,,,,,159
SCHUMER DEMOC,01 09,,186,0 14,,,,,,200
SCHUMER DEMOC,01 10,,236,0 47,,,,,,283
"",Arcadia,,"2,036",188 238,,,,,,"2,462"
SCHUMER DEMOC,02 01,,178,0 13,,,,,,191
"",Butler,,178,0 13,,,,,,191
SCHUMER DEMOC,03 01,,92,60 22,,,,,,174
SCHUMER DEMOC,03 02,,82,52 20,,,,,,154
SCHUMER DEMOC,03 03,,106,70 22,,,,,,198
SCHUMER DEMOC,03 04,,107,79 10,,,,,,196
"",Galen,,387,261 74,,,,,,722
SCHUMER DEMOC,04 01,,169,0 9,,,,,,178
SCHUMER DEMOC,04 02,,187,0 14,,,,,,201
Name,Party,Code,,Vote Count 1,2,Ab/Aff/Spec/Fed,Total Voters,Total
"",,Huron,,356,0,23,,379
SCHUMER,DEMOC,05 01,,162,0,27,,189
SCHUMER,DEMOC,05 02,,149,0,13,,162
SCHUMER,DEMOC,05 03,,212,0,18,,230
SCHUMER,DEMOC,05 04,,190,0,16,,206
SCHUMER,DEMOC,05 05,,130,0,8,,138
"",,Lyons,,843,0,82,,925
SCHUMER,DEMOC,06 01,,120,228,18,,366
SCHUMER,DEMOC,06 02,,221,276,30,,527
SCHUMER,DEMOC,06 03,,239,123,40,,402
SCHUMER,DEMOC,06 04,,149,88,15,,252
SCHUMER,DEMOC,06 05,,311,0,7,,318
"",,Macedon,,"1,040",715,110,,"1,865"
SCHUMER,DEMOC,07 01,,153,0,10,,163
SCHUMER,DEMOC,07 02,,163,0,4,,167
SCHUMER,DEMOC,07 03,,239,0,14,,253
SCHUMER,DEMOC,07 04,,172,0,9,,181
"",,Marion,,727,0,37,,764
SCHUMER,DEMOC,08 01,,84,162,7,,253
SCHUMER,DEMOC,08 02,,444,3,29,,476
SCHUMER,DEMOC,08 03,,380,0,16,,396
SCHUMER,DEMOC,08 04,,170,0,14,,184
SCHUMER,DEMOC,08 05,,270,0,11,,281
SCHUMER,DEMOC,08 06,,249,167,29,,445
"",,Ontario,,"1,597",332,106,,"2,035"
SCHUMER,DEMOC,09 01,,90,118,15,,223
SCHUMER,DEMOC,09 02,,94,122,14,,230
SCHUMER,DEMOC,09 03,,81,95,17,,193
Name,Party,Code,,Vote Count 1,2,Ab/Aff/Spec/Fed,Total Voters,Total
SCHUMER,DEMOC,09 04,,110,109,13,,232
SCHUMER,DEMOC,09 05,,217,0,9,,226
SCHUMER,DEMOC,09 06,,66,93,19,,178
"",,Palmyra,,658,537,87,,"1,282"
SCHUMER,DEMOC,10 01,,192,0,10,,202
SCHUMER,DEMOC,10 02,,166,0,16,,182
"",,Rose,,358,0,26,,384
SCHUMER,DEMOC,11 01,,116,0,5,,121
SCHUMER,DEMOC,11 02,,133,0,10,,143
"",,Savannah,,249,0,15,,264
SCHUMER,DEMOC,12 01,,191,0,26,,217
SCHUMER,DEMOC,12 02,,55,135,14,,204
SCHUMER,DEMOC,12 03,,63,123,15,,201
SCHUMER,DEMOC,12 04,,232,0,19,,251
SCHUMER,DEMOC,12 05,,129,102,17,,248
SCHUMER,DEMOC,12 06,,120,98,23,,241
"",,Sodus,,790,458,114,,"1,362"
SCHUMER,DEMOC,13 01,,81,161,16,,258
SCHUMER,DEMOC,13 02,,449,312,53,,814
SCHUMER,DEMOC,13 03,,342,0,15,,357
SCHUMER,DEMOC,13 04,,362,0,27,,389
SCHUMER,DEMOC,13 05,,195,82,24,,301
"",,Walworth,,"1,429",555,135,,"2,119"
SCHUMER,DEMOC,14 01,,160,35,15,,210
SCHUMER,DEMOC,14 02,,307,0,29,,336
SCHUMER,DEMOC,14 03,,245,90,24,,359
SCHUMER,DEMOC,14 04,,167,0,11,,178
SCHUMER,DEMOC,14 05,,250,0,20,,270
Name Party,Code,Vote Count 1,2 Ab/Aff/Spec/Fed,Total Voters,,,,,Total
"",Williamson,"1,129",125 99,,,,,,"1,353"
SCHUMER DEMOC,15 01,94,52 12,,,,,,158
SCHUMER DEMOC,15 02,34,25 7,,,,,,66
SCHUMER DEMOC,15 03,80,40 7,,,,,,127
SCHUMER DEMOC,15 04,103,49 12,,,,,,164
"",Wolcott,311,166 38,,,,,,515
"* * * * * * * * * * * * * * * * * * * * * * * * * * * * * *",,,UNITED STATES SENATOR,,,Total,Pos,A02,"16,622"
Pos B02 UNITED STATES SENATOR,* * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * *,,,,,,,,
LONG REPUB,01 01,279,0 16,,,,,,295
LONG REPUB,01 02,109,117 24,,,,,,250
LONG REPUB,01 03,124,0 7,,,,,,131
LONG REPUB,01 04,110,0 8,,,,,,118
LONG REPUB,01 05,112,0 12,,,,,,124
LONG REPUB,01 06,196,0 21,,,,,,217
LONG REPUB,01 07,131,0 7,,,,,,138
LONG REPUB,01 08,46,56 9,,,,,,111
LONG REPUB,01 09,115,0 9,,,,,,124
LONG REPUB,01 10,222,0 18,,,,,,240
"",Arcadia,"1,444",173 131,,,,,,"1,748"
LONG REPUB,02 01,282,0 22,,,,,,304
"",Butler,282,0 22,,,,,,304
LONG REPUB,03 01,85,52 13,,,,,,150
LONG REPUB,03 02,90,47 13,,,,,,150
LONG REPUB,03 03,76,49 11,,,,,,136
LONG REPUB,03 04,69,29 11,,,,,,109
"",Galen,320,177 48,,,,,,545
LONG REPUB,04 01,143,0 15,,,,,,158
LONG REPUB,04 02,182,0 19,,,,,,201
Name,Party,Code,,Vote Count 1,2,Ab/Aff/Spec/Fed,Total Voters,Total
"",,Huron,,325,0,34,,359
LONG,REPUB,05 01,,139,0,9,,148
LONG,REPUB,05 02,,122,0,8,,130
LONG,REPUB,05 03,,105,0,7,,112
LONG,REPUB,05 04,,116,0,12,,128
LONG,REPUB,05 05,,127,0,17,,144
"",,Lyons,,609,0,53,,662
LONG,REPUB,06 01,,141,164,22,,327
LONG,REPUB,06 02,,161,218,23,,402
LONG,REPUB,06 03,,206,125,40,,371
LONG,REPUB,06 04,,160,85,13,,258
LONG,REPUB,06 05,,254,0,17,,271
"",,Macedon,,922,592,115,,"1,629"
LONG,REPUB,07 01,,220,0,5,,225
LONG,REPUB,07 02,,199,0,7,,206
LONG,REPUB,07 03,,238,0,9,,247
LONG,REPUB,07 04,,218,0,9,,227
"",,Marion,,875,0,30,,905
LONG,REPUB,08 01,,113,173,24,,310
LONG,REPUB,08 02,,413,3,16,,432
LONG,REPUB,08 03,,395,0,29,,424
LONG,REPUB,08 04,,176,0,13,,189
LONG,REPUB,08 05,,237,0,8,,245
LONG,REPUB,08 06,,213,162,25,,400
"",,Ontario,,"1,547",338,115,,"2,000"
LONG,REPUB,09 01,,65,90,8,,163
LONG,REPUB,09 02,,63,81,8,,152
LONG,REPUB,09 03,,52,57,6,,115
Name,Party,Code,,Vote Count 1,2,Ab/Aff/Spec/Fed,Total Voters,Total
LONG,REPUB,09 04,,105,129,9,,243
LONG,REPUB,09 05,,236,0,14,,250
LONG,REPUB,09 06,,90,96,14,,200
"",,Palmyra,,611,453,59,,"1,123"
LONG,REPUB,10 01,,168,0,8,,176
LONG,REPUB,10 02,,181,0,13,,194
"",,Rose,,349,0,21,,370
LONG,REPUB,11 01,,101,0,6,,107
LONG,REPUB,11 02,,135,0,6,,141
"",,Savannah,,236,0,12,,248
LONG,REPUB,12 01,,129,0,24,,153
LONG,REPUB,12 02,,83,112,12,,207
LONG,REPUB,12 03,,56,127,14,,197
LONG,REPUB,12 04,,268,0,18,,286
LONG,REPUB,12 05,,99,64,19,,182
LONG,REPUB,12 06,,118,91,15,,224
"",,Sodus,,753,394,102,,"1,249"
LONG,REPUB,13 01,,76,163,10,,249
LONG,REPUB,13 02,,314,210,30,,554
LONG,REPUB,13 03,,358,0,14,,372
LONG,REPUB,13 04,,288,0,15,,303
LONG,REPUB,13 05,,173,76,21,,270
"",,Walworth,,"1,209",449,90,,"1,748"
LONG,REPUB,14 01,,113,32,11,,156
LONG,REPUB,14 02,,272,0,9,,281
LONG,REPUB,14 03,,268,88,26,,382
LONG,REPUB,14 04,,188,0,14,,202
LONG,REPUB,14 05,,279,0,14,,293
Name Party,Code,Vote Count 1,2 Ab/Aff/Spec/Fed,Total Voters,,,,,Total
"",Williamson,"1,120",120 74,,,,,,"1,314"
LONG REPUB,15 01,82,51 11,,,,,,144
LONG REPUB,15 02,50,26 1,,,,,,77
LONG REPUB,15 03,101,77 20,,,,,,198
LONG REPUB,15 04,136,65 24,,,,,,225
"",Wolcott,369,219 56,,,,,,644
"* * * * * * * * * * * * * * * * * * * * * * * * * * * * * *",,,UNITED STATES SENATOR,,,Total,Pos,B02,"14,848"
Pos C02 UNITED STATES SENATOR,* * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * *,,,,,,,,
LONG CONSE,01 01,58,0 2,,,,,,60
LONG CONSE,01 02,18,10 2,,,,,,30
LONG CONSE,01 03,15,0 3,,,,,,18
LONG CONSE,01 04,16,0 0,,,,,,16
LONG CONSE,01 05,21,0 1,,,,,,22
LONG CONSE,01 06,32,0 2,,,,,,34
LONG CONSE,01 07,19,0 1,,,,,,20
LONG CONSE,01 08,8,5 1,,,,,,14
LONG CONSE,01 09,23,0 2,,,,,,25
LONG CONSE,01 10,32,0 5,,,,,,37
"",Arcadia,242,15 19,,,,,,276
LONG CONSE,02 01,50,0 4,,,,,,54
"",Butler,50,0 4,,,,,,54
LONG CONSE,03 01,13,13 3,,,,,,29
LONG CONSE,03 02,9,11 5,,,,,,25
LONG CONSE,03 03,18,11 2,,,,,,31
LONG CONSE,03 04,8,6 0,,,,,,14
"",Galen,48,41 10,,,,,,99
LONG CONSE,04 01,37,0 5,,,,,,42
LONG CONSE,04 02,30,0 3,,,,,,33
Name,Party,Code,,Vote Count 1,2,Ab/Aff/Spec/Fed,Total Voters,Total
"",,Huron,,67,0,8,,75
LONG,CONSE,05 01,,17,0,1,,18
LONG,CONSE,05 02,,11,0,2,,13
LONG,CONSE,05 03,,22,0,1,,23
LONG,CONSE,05 04,,32,0,0,,32
LONG,CONSE,05 05,,22,0,4,,26
"",,Lyons,,104,0,8,,112
LONG,CONSE,06 01,,20,32,4,,56
LONG,CONSE,06 02,,26,56,6,,88
LONG,CONSE,06 03,,41,25,3,,69
LONG,CONSE,06 04,,31,21,4,,56
LONG,CONSE,06 05,,51,0,2,,53
"",,Macedon,,169,134,19,,322
LONG,CONSE,07 01,,43,0,5,,48
LONG,CONSE,07 02,,41,0,2,,43
LONG,CONSE,07 03,,58,0,0,,58
LONG,CONSE,07 04,,62,0,1,,63
"",,Marion,,204,0,8,,212
LONG,CONSE,08 01,,24,43,6,,73
LONG,CONSE,08 02,,86,1,3,,90
LONG,CONSE,08 03,,83,0,5,,88
LONG,CONSE,08 04,,44,0,2,,46
LONG,CONSE,08 05,,44,0,4,,48
LONG,CONSE,08 06,,52,48,4,,104
"",,Ontario,,333,92,24,,449
LONG,CONSE,09 01,,6,13,3,,22
LONG,CONSE,09 02,,15,9,2,,26
LONG,CONSE,09 03,,11,22,0,,33
Name,Party,Code,,Vote Count 1,2,Ab/Aff/Spec/Fed,Total Voters,Total
LONG,CONSE,09 04,,19,26,3,,48
LONG,CONSE,09 05,,45,0,4,,49
LONG,CONSE,09 06,,11,14,5,,30
"",,Palmyra,,107,84,17,,208
LONG,CONSE,10 01,,27,0,1,,28
LONG,CONSE,10 02,,22,0,2,,24
"",,Rose,,49,0,3,,52
LONG,CONSE,11 01,,15,0,0,,15
LONG,CONSE,11 02,,20,0,1,,21
"",,Savannah,,35,0,1,,36
LONG,CONSE,12 01,,44,0,0,,44
LONG,CONSE,12 02,,12,32,3,,47
LONG,CONSE,12 03,,12,25,1,,38
LONG,CONSE,12 04,,35,0,4,,39
LONG,CONSE,12 05,,16,8,5,,29
LONG,CONSE,12 06,,22,18,7,,47
"",,Sodus,,141,83,20,,244
LONG,CONSE,13 01,,14,54,4,,72
LONG,CONSE,13 02,,76,66,5,,147
LONG,CONSE,13 03,,69,0,4,,73
LONG,CONSE,13 04,,59,0,2,,61
LONG,CONSE,13 05,,38,18,3,,59
"",,Walworth,,256,138,18,,412
LONG,CONSE,14 01,,20,8,2,,30
LONG,CONSE,14 02,,51,0,7,,58
LONG,CONSE,14 03,,52,16,1,,69
LONG,CONSE,14 04,,38,0,2,,40
LONG,CONSE,14 05,,58,0,5,,63
Name Party,Code,Vote Count 1,2 Ab/Aff/Spec/Fed,Total Voters,,,,,Total
"",Williamson,219,24 17,,,,,,260
LONG CONSE,15 01,13,8 2,,,,,,23
LONG CONSE,15 02,9,5 1,,,,,,15
LONG CONSE,15 03,16,8 2,,,,,,26
LONG CONSE,15 04,29,10 2,,,,,,41
"",Wolcott,67,31 7,,,,,,105
"* * * * * * * * * * * * * * * * * * * * * * * * * * * * * *",,,UNITED STATES SENATOR,,,Total,Pos,C02,"2,916"
Pos D02 UNITED STATES SENATOR,* * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * *,,,,,,,,
WILSON GREEN,01 01,5,0 0,,,,,,5
WILSON GREEN,01 02,4,3 0,,,,,,7
WILSON GREEN,01 03,8,0 0,,,,,,8
WILSON GREEN,01 04,5,0 0,,,,,,5
WILSON GREEN,01 05,4,0 0,,,,,,4
WILSON GREEN,01 06,4,0 0,,,,,,4
WILSON GREEN,01 07,7,0 1,,,,,,8
WILSON GREEN,01 08,2,1 0,,,,,,3
WILSON GREEN,01 09,5,0 0,,,,,,5
WILSON GREEN,01 10,7,0 1,,,,,,8
"",Arcadia,51,4 2,,,,,,57
WILSON GREEN,02 01,8,0 1,,,,,,9
"",Butler,8,0 1,,,,,,9
WILSON GREEN,03 01,3,1 0,,,,,,4
WILSON GREEN,03 02,4,2 1,,,,,,7
WILSON GREEN,03 03,0,2 0,,,,,,2
WILSON GREEN,03 04,0,0 0,,,,,,0
"",Galen,7,5 1,,,,,,13
WILSON GREEN,04 01,3,0 2,,,,,,5
WILSON GREEN,04 02,4,0 1,,,,,,5
Name,Party,Code,,Vote Count 1,2,Ab/Aff/Spec/Fed,Total Voters,Total
"",,Huron,,7,0,3,,10
WILSON,GREEN,05 01,,4,0,0,,4
WILSON,GREEN,05 02,,3,0,0,,3
WILSON,GREEN,05 03,,3,0,0,,3
WILSON,GREEN,05 04,,12,0,0,,12
WILSON,GREEN,05 05,,3,0,0,,3
"",,Lyons,,25,0,0,,25
WILSON,GREEN,06 01,,0,10,1,,11
WILSON,GREEN,06 02,,9,8,2,,19
WILSON,GREEN,06 03,,4,1,1,,6
WILSON,GREEN,06 04,,8,1,0,,9
WILSON,GREEN,06 05,,8,0,1,,9
"",,Macedon,,29,20,5,,54
WILSON,GREEN,07 01,,5,0,1,,6
WILSON,GREEN,07 02,,4,0,0,,4
WILSON,GREEN,07 03,,6,0,0,,6
WILSON,GREEN,07 04,,7,0,2,,9
"",,Marion,,22,0,3,,25
WILSON,GREEN,08 01,,5,4,1,,10
WILSON,GREEN,08 02,,9,0,1,,10
WILSON,GREEN,08 03,,7,0,0,,7
WILSON,GREEN,08 04,,6,0,0,,6
WILSON,GREEN,08 05,,6,0,0,,6
WILSON,GREEN,08 06,,5,1,0,,6
"",,Ontario,,38,5,2,,45
WILSON,GREEN,09 01,,0,5,1,,6
WILSON,GREEN,09 02,,5,4,0,,9
WILSON,GREEN,09 03,,3,5,2,,10
Name,Party,Code,,Vote Count 1,2,Ab/Aff/Spec/Fed,Total Voters,Total
WILSON,GREEN,09 04,,1,2,1,,4
WILSON,GREEN,09 05,,14,0,1,,15
WILSON,GREEN,09 06,,2,1,0,,3
"",,Palmyra,,25,17,5,,47
WILSON,GREEN,10 01,,6,0,0,,6
WILSON,GREEN,10 02,,5,0,2,,7
"",,Rose,,11,0,2,,13
WILSON,GREEN,11 01,,2,0,0,,2
WILSON,GREEN,11 02,,3,0,1,,4
"",,Savannah,,5,0,1,,6
WILSON,GREEN,12 01,,3,0,1,,4
WILSON,GREEN,12 02,,2,0,1,,3
WILSON,GREEN,12 03,,2,9,0,,11
WILSON,GREEN,12 04,,11,0,0,,11
WILSON,GREEN,12 05,,3,2,3,,8
WILSON,GREEN,12 06,,3,2,0,,5
"",,Sodus,,24,13,5,,42
WILSON,GREEN,13 01,,1,7,0,,8
WILSON,GREEN,13 02,,11,7,3,,21
WILSON,GREEN,13 03,,7,0,1,,8
WILSON,GREEN,13 04,,11,0,2,,13
WILSON,GREEN,13 05,,6,0,0,,6
"",,Walworth,,36,14,6,,56
WILSON,GREEN,14 01,,7,0,3,,10
WILSON,GREEN,14 02,,4,0,0,,4
WILSON,GREEN,14 03,,7,2,0,,9
WILSON,GREEN,14 04,,6,0,0,,6
WILSON,GREEN,14 05,,7,0,0,,7
Name Party,Code,Vote Count 1,2 Ab/Aff/Spec/Fed,Total Voters,,,,,Total
"",Williamson,31,2 3,,,,,,36
WILSON GREEN,15 01,5,6 0,,,,,,11
WILSON GREEN,15 02,1,1 0,,,,,,2
WILSON GREEN,15 03,1,1 0,,,,,,2
WILSON GREEN,15 04,0,4 3,,,,,,7
"",Wolcott,7,12 3,,,,,,22
"* * * * * * * * * * * * * * * * * * * * * * * * * * * * * *",,,UNITED STATES SENATOR,,,Total,Pos,D02,460
Pos E02 UNITED STATES SENATOR,* * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * *,,,,,,,,
SCHUMER WORKI,01 01,33,0 2,,,,,,35
SCHUMER WORKI,01 02,20,17 4,,,,,,41
SCHUMER WORKI,01 03,15,0 2,,,,,,17
SCHUMER WORKI,01 04,15,0 0,,,,,,15
SCHUMER WORKI,01 05,21,0 1,,,,,,22
SCHUMER WORKI,01 06,27,0 1,,,,,,28
SCHUMER WORKI,01 07,15,0 0,,,,,,15
SCHUMER WORKI,01 08,9,2 1,,,,,,12
SCHUMER WORKI,01 09,17,0 0,,,,,,17
SCHUMER WORKI,01 10,27,0 0,,,,,,27
"",Arcadia,199,19 11,,,,,,229
SCHUMER WORKI,02 01,24,0 1,,,,,,25
"",Butler,24,0 1,,,,,,25
SCHUMER WORKI,03 01,12,4 1,,,,,,17
SCHUMER WORKI,03 02,8,4 0,,,,,,12
SCHUMER WORKI,03 03,6,9 1,,,,,,16
SCHUMER WORKI,03 04,8,1 1,,,,,,10
"",Galen,34,18 3,,,,,,55
SCHUMER WORKI,04 01,12,0 1,,,,,,13
SCHUMER WORKI,04 02,14,0 1,,,,,,15
Name,Party,Code,,Vote Count 1,2,Ab/Aff/Spec/Fed,Total Voters,Total
"",,Huron,,26,0,2,,28
SCHUMER,WORKI,05 01,,24,0,3,,27
SCHUMER,WORKI,05 02,,16,0,1,,17
SCHUMER,WORKI,05 03,,14,0,1,,15
SCHUMER,WORKI,05 04,,18,0,1,,19
SCHUMER,WORKI,05 05,,21,0,1,,22
"",,Lyons,,93,0,7,,100
SCHUMER,WORKI,06 01,,15,12,0,,27
SCHUMER,WORKI,06 02,,20,25,0,,45
SCHUMER,WORKI,06 03,,19,10,0,,29
SCHUMER,WORKI,06 04,,23,7,0,,30
SCHUMER,WORKI,06 05,,29,0,0,,29
"",,Macedon,,106,54,0,,160
SCHUMER,WORKI,07 01,,16,0,0,,16
SCHUMER,WORKI,07 02,,20,0,0,,20
SCHUMER,WORKI,07 03,,27,0,1,,28
SCHUMER,WORKI,07 04,,19,0,1,,20
"",,Marion,,82,0,2,,84
SCHUMER,WORKI,08 01,,11,14,0,,25
SCHUMER,WORKI,08 02,,22,0,1,,23
SCHUMER,WORKI,08 03,,31,0,2,,33
SCHUMER,WORKI,08 04,,20,0,0,,20
SCHUMER,WORKI,08 05,,35,0,0,,35
SCHUMER,WORKI,08 06,,24,17,1,,42
"",,Ontario,,143,31,4,,178
SCHUMER,WORKI,09 01,,7,15,1,,23
SCHUMER,WORKI,09 02,,6,17,0,,23
SCHUMER,WORKI,09 03,,8,11,0,,19
Name,Party,Code,,Vote Count 1,2,Ab/Aff/Spec/Fed,Total Voters,Total
SCHUMER,WORKI,09 04,,4,7,0,,11
SCHUMER,WORKI,09 05,,24,0,0,,24
SCHUMER,WORKI,09 06,,14,9,1,,24
"",,Palmyra,,63,59,2,,124
SCHUMER,WORKI,10 01,,24,0,2,,26
