Name Party,Code,,Vote Count 1 2,Ab/Aff/Spec/Fed,Total Voters,Total
County Election,,,,,,
Column 01,,,,,,
Pos A01 PRESIDENT/VICE PRESIDENT,,,* * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * *,,,
"",,Sodus,,57,37,4,,98
KATKO,INDEP,13 01,,7,18,2,,27
KATKO,INDEP,13 02,,42,17,7,,66
KATKO,INDEP,13 03,,32,0,0,,32
KATKO,INDEP,13 04,,21,0,0,,21
KATKO,INDEP,13 05,,10,5,1,,16
"",,Walworth,,112,40,10,,162
KATKO,INDEP,14 01,,14,4,1,,19
Name Party,Code,,Vote Count 1,2 Ab/Aff/Spec/Fed,Total Voters,,,,,Total
KATKO INDEP,14 02,,30,0 4,,,,,,34
KATKO INDEP,14 03,,20,6 3,,,,,,29
KATKO INDEP,14 04,,21,0 2,,,,,,23
KATKO INDEP,14 05,,16,0 0,,,,,,16
"",Williamson,,101,10 10,,,,,,121
KATKO INDEP,15 01,,7,5 0,,,,,,12
KATKO INDEP,15 02,,2,1 0,,,,,,3
KATKO INDEP,15 03,,5,4 0,,,,,,9
KATKO INDEP,15 04,,12,4 1,,,,,,17
"",Wolcott,,26,14 1,,,,,,41
"* * * * * * * * * * * * * * * * * * * * * * * * * * * * * *",,,,REP IN CONGRESS 24TH DISTRI,,,Total,Pos,F04,"1,194"
Pos H04 REP IN CONGRESS 24TH DISTRICT,,,* * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * *,,,,,,,
KATKO REFOR,01 01,,5,0 0,,,,,,5
KATKO REFOR,01 02,,2,1 0,,,,,,3
KATKO REFOR,01 03,,2,0 1,,,,,,3
KATKO REFOR,01 04,,0,0 0,,,,,,0
KATKO REFOR,01 05,,3,0 0,,,,,,3
KATKO REFOR,01 06,,0,0 1,,,,,,1
KATKO REFOR,01 07,,2,0 0,,,,,,2
KATKO REFOR,01 08,,0,0 0,,,,,,0
KATKO REFOR,01 09,,1,0 0,,,,,,1
KATKO REFOR,01 10,,0,0 0,,,,,,0
"",Arcadia,,15,1 2,,,,,,18
KATKO REFOR,02 01,,1,0 0,,,,,,1
"",Butler,,1,0 0,,,,,,1
KATKO REFOR,03 01,,1,0 0,,,,,,1
KATKO REFOR,03 02,,1,1 0,,,,,,2
KATKO REFOR,03 03,,0,0 0,,,,,,0
Name,Party,Code,,Vote Count 1,2,Ab/Aff/Spec/Fed,Total Voters,Total
KATKO,REFOR,03 04,,0,1,0,,1
"",,Galen,,2,2,0,,4
KATKO,REFOR,04 01,,1,0,0,,1
KATKO,REFOR,04 02,,1,0,0,,1
"",,Huron,,2,0,0,,2
KATKO,REFOR,05 01,,2,0,0,,2
KATKO,REFOR,05 02,,4,0,0,,4
KATKO,REFOR,05 03,,0,0,1,,1
KATKO,REFOR,05 04,,1,0,1,,2
KATKO,REFOR,05 05,,0,0,0,,0
"",,Lyons,,7,0,2,,9
KATKO,REFOR,06 01,,0,3,0,,3
KATKO,REFOR,06 02,,0,3,1,,4
KATKO,REFOR,06 03,,0,2,0,,2
KATKO,REFOR,06 04,,4,1,1,,6
KATKO,REFOR,06 05,,5,0,0,,5
"",,Macedon,,9,9,2,,20
KATKO,REFOR,07 01,,3,0,0,,3
KATKO,REFOR,07 02,,2,0,0,,2
KATKO,REFOR,07 03,,2,0,0,,2
KATKO,REFOR,07 04,,6,0,0,,6
"",,Marion,,13,0,0,,13
KATKO,REFOR,08 01,,1,0,0,,1
KATKO,REFOR,08 02,,2,0,0,,2
KATKO,REFOR,08 03,,5,0,0,,5
KATKO,REFOR,08 04,,2,0,0,,2
KATKO,REFOR,08 05,,4,0,1,,5
KATKO,REFOR,08 06,,1,0,0,,1
Name,Party,Code,,Vote Count 1,2,Ab/Aff/Spec/Fed,Total Voters,Total
"",,Ontario,,15,0,1,,16
KATKO,REFOR,09 01,,2,0,0,,2
KATKO,REFOR,09 02,,2,0,0,,2
KATKO,REFOR,09 03,,3,1,0,,4
KATKO,REFOR,09 04,,4,2,0,,6
KATKO,REFOR,09 05,,3,0,1,,4
KATKO,REFOR,09 06,,2,0,0,,2
"",,Palmyra,,16,3,1,,20
KATKO,REFOR,10 01,,1,0,0,,1
KATKO,REFOR,10 02,,1,0,0,,1
"",,Rose,,2,0,0,,2
KATKO,REFOR,11 01,,2,0,0,,2
KATKO,REFOR,11 02,,1,0,0,,1
"",,Savannah,,3,0,0,,3
KATKO,REFOR,12 01,,2,0,0,,2
KATKO,REFOR,12 02,,1,3,0,,4
KATKO,REFOR,12 03,,1,1,0,,2
KATKO,REFOR,12 04,,2,0,0,,2
KATKO,REFOR,12 05,,2,1,0,,3
KATKO,REFOR,12 06,,0,1,0,,1
"",,Sodus,,8,6,0,,14
KATKO,REFOR,13 01,,1,0,0,,1
KATKO,REFOR,13 02,,1,4,0,,5
KATKO,REFOR,13 03,,2,0,0,,2
KATKO,REFOR,13 04,,6,0,0,,6
KATKO,REFOR,13 05,,0,0,0,,0
"",,Walworth,,10,4,0,,14
KATKO,REFOR,14 01,,1,1,0,,2
Name Party,Code,,Vote Count 1,2 Ab/Aff/Spec/Fed,Total Voters,,,,,Total
KATKO REFOR,14 02,,2,0 0,,,,,,2
KATKO REFOR,14 03,,4,1 0,,,,,,5
KATKO REFOR,14 04,,3,0 1,,,,,,4
KATKO REFOR,14 05,,4,0 1,,,,,,5
"",Williamson,,14,2 2,,,,,,18
KATKO REFOR,15 01,,2,4 0,,,,,,6
KATKO REFOR,15 02,,0,0 0,,,,,,0
KATKO REFOR,15 03,,0,1 0,,,,,,1
KATKO REFOR,15 04,,1,1 0,,,,,,2
"",Wolcott,,3,6 0,,,,,,9
"* * * * * * * * * * * * * * * * * * * * * * * * * * * * * *",,,,REP IN CONGRESS 24TH DISTRI,,,Total,Pos,H04,163
Pos I04 REP IN CONGRESS 24TH DISTRICT,,,* * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * *,,,,,,,
WRITE INS SCATT,01 01,,0,0 0,,,,,,0
WRITE INS SCATT,01 02,,0,0 0,,,,,,0
WRITE INS SCATT,01 03,,0,0 0,,,,,,0
WRITE INS SCATT,01 04,,0,0 0,,,,,,0
WRITE INS SCATT,01 05,,0,0 0,,,,,,0
WRITE INS SCATT,01 06,,0,0 0,,,,,,0
WRITE INS SCATT,01 07,,0,0 0,,,,,,0
WRITE INS SCATT,01 08,,0,0 0,,,,,,0
WRITE INS SCATT,01 09,,0,0 0,,,,,,0
WRITE INS SCATT,01 10,,0,0 0,,,,,,0
"",Arcadia,,0,0 0,,,,,,0
WRITE INS SCATT,02 01,,1,0 0,,,,,,1
"",Butler,,1,0 0,,,,,,1
WRITE INS SCATT,03 01,,0,0 0,,,,,,0
WRITE INS SCATT,03 02,,0,0 0,,,,,,0
WRITE INS SCATT,03 03,,0,0 0,,,,,,0
Name,Party,Code,,Vote Count 1,2,Ab/Aff/Spec/Fed,Total Voters,Total
WRITE INS,SCATT,03 04,,0,0,0,,0
"",,Galen,,0,0,0,,0
WRITE INS,SCATT,04 01,,0,0,0,,0
WRITE INS,SCATT,04 02,,0,0,0,,0
"",,Huron,,0,0,0,,0
WRITE INS,SCATT,05 01,,1,0,0,,1
WRITE INS,SCATT,05 02,,0,0,0,,0
WRITE INS,SCATT,05 03,,0,0,0,,0
WRITE INS,SCATT,05 04,,2,0,0,,2
WRITE INS,SCATT,05 05,,0,0,0,,0
"",,Lyons,,3,0,0,,3
WRITE INS,SCATT,06 01,,0,0,0,,0
WRITE INS,SCATT,06 02,,0,0,0,,0
WRITE INS,SCATT,06 03,,0,0,0,,0
WRITE INS,SCATT,06 04,,0,0,0,,0
WRITE INS,SCATT,06 05,,1,0,0,,1
"",,Macedon,,1,0,0,,1
WRITE INS,SCATT,07 01,,0,0,0,,0
WRITE INS,SCATT,07 02,,0,0,0,,0
WRITE INS,SCATT,07 03,,0,0,0,,0
WRITE INS,SCATT,07 04,,0,0,0,,0
"",,Marion,,0,0,0,,0
WRITE INS,SCATT,08 01,,0,1,0,,1
WRITE INS,SCATT,08 02,,0,0,0,,0
WRITE INS,SCATT,08 03,,0,0,0,,0
WRITE INS,SCATT,08 04,,0,0,0,,0
WRITE INS,SCATT,08 05,,0,0,0,,0
WRITE INS,SCATT,08 06,,0,0,0,,0
Name,Party,Code,,Vote Count 1,2,Ab/Aff/Spec/Fed,Total Voters,Total
"",,Ontario,,0,1,0,,1
WRITE INS,SCATT,09 01,,0,0,0,,0
WRITE INS,SCATT,09 02,,1,0,0,,1
WRITE INS,SCATT,09 03,,0,0,0,,0
WRITE INS,SCATT,09 04,,0,0,0,,0
WRITE INS,SCATT,09 05,,0,0,0,,0
WRITE INS,SCATT,09 06,,0,0,0,,0
"",,Palmyra,,1,0,0,,1
WRITE INS,SCATT,10 01,,0,0,0,,0
WRITE INS,SCATT,10 02,,0,0,0,,0
"",,Rose,,0,0,0,,0
WRITE INS,SCATT,11 01,,0,0,0,,0
WRITE INS,SCATT,11 02,,0,0,0,,0
"",,Savannah,,0,0,0,,0
WRITE INS,SCATT,12 01,,0,0,0,,0
WRITE INS,SCATT,12 02,,0,1,0,,1
WRITE INS,SCATT,12 03,,0,0,0,,0
WRITE INS,SCATT,12 04,,0,0,0,,0
WRITE INS,SCATT,12 05,,0,0,0,,0
WRITE INS,SCATT,12 06,,0,0,0,,0
"",,Sodus,,0,1,0,,1
WRITE INS,SCATT,13 01,,0,0,0,,0
WRITE INS,SCATT,13 02,,0,0,0,,0
WRITE INS,SCATT,13 03,,0,0,0,,0
WRITE INS,SCATT,13 04,,0,0,0,,0
WRITE INS,SCATT,13 05,,1,0,0,,1
"",,Walworth,,1,0,0,,1
WRITE INS,SCATT,14 01,,0,0,0,,0
Name Party,Code,,Vote Count 1,2 Ab/Aff/Spec/Fed,Total Voters,,,,,Total
WRITE INS SCATT,14 02,,0,0 0,,,,,,0
WRITE INS SCATT,14 03,,0,1 0,,,,,,1
WRITE INS SCATT,14 04,,0,0 0,,,,,,0
WRITE INS SCATT,14 05,,0,0 0,,,,,,0
"",Williamson,,0,1 0,,,,,,1
WRITE INS SCATT,15 01,,0,0 0,,,,,,0
WRITE INS SCATT,15 02,,0,0 0,,,,,,0
WRITE INS SCATT,15 03,,0,0 0,,,,,,0
WRITE INS SCATT,15 04,,0,0 0,,,,,,0
"",Wolcott,,0,0 0,,,,,,0
"* * * * * * * * * * * * * * * * * * * * * * * * * * * * * *",,,,REP IN CONGRESS 24TH DISTRI,,,Total,Pos,I04,10
Pos J04 REP IN CONGRESS 24TH DISTRICT,,,* * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * *,,,,,,,
OVERVOTES/VOIDS VOIDS/,01 01,,0,0 0,,,,,,0
OVERVOTES/VOIDS VOIDS/,01 02,,0,0 0,,,,,,0
OVERVOTES/VOIDS VOIDS/,01 03,,0,0 0,,,,,,0
OVERVOTES/VOIDS VOIDS/,01 04,,0,0 0,,,,,,0
OVERVOTES/VOIDS VOIDS/,01 05,,0,0 0,,,,,,0
OVERVOTES/VOIDS VOIDS/,01 06,,0,0 0,,,,,,0
OVERVOTES/VOIDS VOIDS/,01 07,,0,0 0,,,,,,0
OVERVOTES/VOIDS VOIDS/,01 08,,0,0 1,,,,,,1
OVERVOTES/VOIDS VOIDS/,01 09,,0,0 0,,,,,,0
OVERVOTES/VOIDS VOIDS/,01 10,,0,0 1,,,,,,1
"",Arcadia,,0,0 2,,,,,,2
OVERVOTES/VOIDS VOIDS/,02 01,,0,0 0,,,,,,0
"",Butler,,0,0 0,,,,,,0
OVERVOTES/VOIDS VOIDS/,03 01,,0,0 0,,,,,,0
OVERVOTES/VOIDS VOIDS/,03 02,,0,0 0,,,,,,0
OVERVOTES/VOIDS VOIDS/,03 03,,0,0 0,,,,,,0
Name,Party,Code,,Vote Count 1,2,Ab/Aff/Spec/Fed,Total Voters,Total
OVERVOTES/VOIDS,VOIDS/,03 04,,0,0,0,,0
"",,Galen,,0,0,0,,0
OVERVOTES/VOIDS,VOIDS/,04 01,,0,0,0,,0
OVERVOTES/VOIDS,VOIDS/,04 02,,0,0,0,,0
"",,Huron,,0,0,0,,0
OVERVOTES/VOIDS,VOIDS/,05 01,,0,0,0,,0
OVERVOTES/VOIDS,VOIDS/,05 02,,1,0,0,,1
OVERVOTES/VOIDS,VOIDS/,05 03,,0,0,1,,1
OVERVOTES/VOIDS,VOIDS/,05 04,,0,0,0,,0
OVERVOTES/VOIDS,VOIDS/,05 05,,0,0,0,,0
"",,Lyons,,1,0,1,,2
OVERVOTES/VOIDS,VOIDS/,06 01,,0,0,0,,0
OVERVOTES/VOIDS,VOIDS/,06 02,,0,1,0,,1
OVERVOTES/VOIDS,VOIDS/,06 03,,0,1,0,,1
OVERVOTES/VOIDS,VOIDS/,06 04,,0,0,0,,0
OVERVOTES/VOIDS,VOIDS/,06 05,,0,0,0,,0
"",,Macedon,,0,2,0,,2
OVERVOTES/VOIDS,VOIDS/,07 01,,0,0,0,,0
OVERVOTES/VOIDS,VOIDS/,07 02,,0,0,0,,0
OVERVOTES/VOIDS,VOIDS/,07 03,,0,0,0,,0
OVERVOTES/VOIDS,VOIDS/,07 04,,0,0,0,,0
"",,Marion,,0,0,0,,0
OVERVOTES/VOIDS,VOIDS/,08 01,,0,0,0,,0
OVERVOTES/VOIDS,VOIDS/,08 02,,0,0,0,,0
OVERVOTES/VOIDS,VOIDS/,08 03,,0,0,0,,0
OVERVOTES/VOIDS,VOIDS/,08 04,,0,0,0,,0
OVERVOTES/VOIDS,VOIDS/,08 05,,0,0,1,,1
OVERVOTES/VOIDS,VOIDS/,08 06,,0,0,0,,0
Name,Party,Code,,Vote Count 1,2,Ab/Aff/Spec/Fed,Total Voters,Total
"",,Ontario,,0,0,1,,1
OVERVOTES/VOIDS,VOIDS/,09 01,,0,0,0,,0
OVERVOTES/VOIDS,VOIDS/,09 02,,1,0,0,,1
OVERVOTES/VOIDS,VOIDS/,09 03,,0,1,0,,1
OVERVOTES/VOIDS,VOIDS/,09 04,,0,0,0,,0
OVERVOTES/VOIDS,VOIDS/,09 05,,1,0,0,,1
OVERVOTES/VOIDS,VOIDS/,09 06,,0,0,0,,0
"",,Palmyra,,2,1,0,,3
OVERVOTES/VOIDS,VOIDS/,10 01,,0,0,0,,0
OVERVOTES/VOIDS,VOIDS/,10 02,,0,0,0,,0
"",,Rose,,0,0,0,,0
OVERVOTES/VOIDS,VOIDS/,11 01,,0,0,0,,0
OVERVOTES/VOIDS,VOIDS/,11 02,,0,0,0,,0
"",,Savannah,,0,0,0,,0
OVERVOTES/VOIDS,VOIDS/,12 01,,0,0,0,,0
OVERVOTES/VOIDS,VOIDS/,12 02,,0,0,0,,0
OVERVOTES/VOIDS,VOIDS/,12 03,,0,0,1,,1
OVERVOTES/VOIDS,VOIDS/,12 04,,0,0,0,,0
OVERVOTES/VOIDS,VOIDS/,12 05,,0,0,1,,1
OVERVOTES/VOIDS,VOIDS/,12 06,,0,0,0,,0
"",,Sodus,,0,0,2,,2
OVERVOTES/VOIDS,VOIDS/,13 01,,0,0,0,,0
OVERVOTES/VOIDS,VOIDS/,13 02,,0,0,0,,0
OVERVOTES/VOIDS,VOIDS/,13 03,,0,0,0,,0
OVERVOTES/VOIDS,VOIDS/,13 04,,0,0,0,,0
OVERVOTES/VOIDS,VOIDS/,13 05,,0,0,0,,0
"",,Walworth,,0,0,0,,0
OVERVOTES/VOIDS,VOIDS/,14 01,,0,0,0,,0
Name Party,Code,,Vote Count 1,2 Ab/Aff/Spec/Fed,Total Voters,,,,,Total
OVERVOTES/VOIDS VOIDS/,14 02,,0,0 0,,,,,,0
OVERVOTES/VOIDS VOIDS/,14 03,,0,0 0,,,,,,0
OVERVOTES/VOIDS VOIDS/,14 04,,0,0 0,,,,,,0
OVERVOTES/VOIDS VOIDS/,14 05,,0,0 0,,,,,,0
"",Williamson,,0,0 0,,,,,,0
OVERVOTES/VOIDS VOIDS/,15 01,,0,0 0,,,,,,0
OVERVOTES/VOIDS VOIDS/,15 02,,0,0 0,,,,,,0
OVERVOTES/VOIDS VOIDS/,15 03,,0,0 0,,,,,,0
OVERVOTES/VOIDS VOIDS/,15 04,,0,0 0,,,,,,0
"",Wolcott,,0,0 0,,,,,,0
"* * * * * * * * * * * * * * * * * * * * * * * * * * * * * *",,,,REP IN CONGRESS 24TH DISTRI,,,Total,Pos,J04,12
Pos K04 REP IN CONGRESS 24TH DISTRICT,,,* * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * *,,,,,,,
UNDERVOTES/BLANK VOIDS/,01 01,,41,0 3,,,,,,44
UNDERVOTES/BLANK VOIDS/,01 02,,23,11 6,,,,,,40
UNDERVOTES/BLANK VOIDS/,01 03,,36,0 7,,,,,,43
UNDERVOTES/BLANK VOIDS/,01 04,,15,0 1,,,,,,16
UNDERVOTES/BLANK VOIDS/,01 05,,20,0 7,,,,,,27
UNDERVOTES/BLANK VOIDS/,01 06,,36,0 8,,,,,,44
UNDERVOTES/BLANK VOIDS/,01 07,,21,0 7,,,,,,28
UNDERVOTES/BLANK VOIDS/,01 08,,17,11 0,,,,,,28
UNDERVOTES/BLANK VOIDS/,01 09,,15,0 3,,,,,,18
UNDERVOTES/BLANK VOIDS/,01 10,,42,0 7,,,,,,49
"",Arcadia,,266,22 49,,,,,,337
UNDERVOTES/BLANK VOIDS/,02 01,,27,0 4,,,,,,31
"",Butler,,27,0 4,,,,,,31
UNDERVOTES/BLANK VOIDS/,03 01,,11,9 3,,,,,,23
UNDERVOTES/BLANK VOIDS/,03 02,,15,6 4,,,,,,25
UNDERVOTES/BLANK VOIDS/,03 03,,22,13 1,,,,,,36
Name,Party,Code,,Vote Count 1,2,Ab/Aff/Spec/Fed,Total Voters,Total
UNDERVOTES/BLANK,VOIDS/,03 04,,17,13,6,,36
"",,Galen,,65,41,14,,120
UNDERVOTES/BLANK,VOIDS/,04 01,,20,0,2,,22
UNDERVOTES/BLANK,VOIDS/,04 02,,29,0,3,,32
"",,Huron,,49,0,5,,54
UNDERVOTES/BLANK,VOIDS/,05 01,,26,0,4,,30
UNDERVOTES/BLANK,VOIDS/,05 02,,27,0,1,,28
UNDERVOTES/BLANK,VOIDS/,05 03,,17,0,5,,22
UNDERVOTES/BLANK,VOIDS/,05 04,,21,0,3,,24
UNDERVOTES/BLANK,VOIDS/,05 05,,25,0,2,,27
"",,Lyons,,116,0,15,,131
UNDERVOTES/BLANK,VOIDS/,06 01,,23,27,6,,56
UNDERVOTES/BLANK,VOIDS/,06 02,,38,31,2,,71
UNDERVOTES/BLANK,VOIDS/,06 03,,25,13,8,,46
UNDERVOTES/BLANK,VOIDS/,06 04,,14,16,4,,34
UNDERVOTES/BLANK,VOIDS/,06 05,,52,0,2,,54
"",,Macedon,,152,87,22,,261
UNDERVOTES/BLANK,VOIDS/,07 01,,23,0,1,,24
UNDERVOTES/BLANK,VOIDS/,07 02,,26,0,1,,27
UNDERVOTES/BLANK,VOIDS/,07 03,,23,0,1,,24
UNDERVOTES/BLANK,VOIDS/,07 04,,19,0,3,,22
"",,Marion,,91,0,6,,97
UNDERVOTES/BLANK,VOIDS/,08 01,,18,27,2,,47
UNDERVOTES/BLANK,VOIDS/,08 02,,60,1,5,,66
UNDERVOTES/BLANK,VOIDS/,08 03,,51,0,8,,59
UNDERVOTES/BLANK,VOIDS/,08 04,,29,0,3,,32
UNDERVOTES/BLANK,VOIDS/,08 05,,38,0,3,,41
UNDERVOTES/BLANK,VOIDS/,08 06,,41,29,5,,75
Name,Party,Code,,Vote Count 1,2,Ab/Aff/Spec/Fed,Total Voters,Total
"",,Ontario,,237,57,26,,320
UNDERVOTES/BLANK,VOIDS/,09 01,,13,11,4,,28
UNDERVOTES/BLANK,VOIDS/,09 02,,9,16,1,,26
UNDERVOTES/BLANK,VOIDS/,09 03,,17,16,3,,36
UNDERVOTES/BLANK,VOIDS/,09 04,,13,18,2,,33
UNDERVOTES/BLANK,VOIDS/,09 05,,34,0,5,,39
UNDERVOTES/BLANK,VOIDS/,09 06,,16,19,4,,39
"",,Palmyra,,102,80,19,,201
UNDERVOTES/BLANK,VOIDS/,10 01,,19,0,2,,21
UNDERVOTES/BLANK,VOIDS/,10 02,,28,0,2,,30
"",,Rose,,47,0,4,,51
UNDERVOTES/BLANK,VOIDS/,11 01,,20,0,2,,22
UNDERVOTES/BLANK,VOIDS/,11 02,,15,0,0,,15
"",,Savannah,,35,0,2,,37
UNDERVOTES/BLANK,VOIDS/,12 01,,22,0,1,,23
UNDERVOTES/BLANK,VOIDS/,12 02,,14,19,5,,38
UNDERVOTES/BLANK,VOIDS/,12 03,,10,14,0,,24
UNDERVOTES/BLANK,VOIDS/,12 04,,30,0,4,,34
UNDERVOTES/BLANK,VOIDS/,12 05,,22,22,4,,48
UNDERVOTES/BLANK,VOIDS/,12 06,,13,16,5,,34
"",,Sodus,,111,71,19,,201
UNDERVOTES/BLANK,VOIDS/,13 01,,9,26,1,,36
UNDERVOTES/BLANK,VOIDS/,13 02,,49,43,8,,100
UNDERVOTES/BLANK,VOIDS/,13 03,,46,0,2,,48
UNDERVOTES/BLANK,VOIDS/,13 04,,38,0,5,,43
UNDERVOTES/BLANK,VOIDS/,13 05,,31,10,7,,48
"",,Walworth,,173,79,23,,275
UNDERVOTES/BLANK,VOIDS/,14 01,,16,3,2,,21
Name Party,Code,,Vote Count 1,2 Ab/Aff/Spec/Fed,Total Voters,,,,,Total
UNDERVOTES/BLANK VOIDS/,14 02,,22,0 4,,,,,,26
UNDERVOTES/BLANK VOIDS/,14 03,,26,10 6,,,,,,42
UNDERVOTES/BLANK VOIDS/,14 04,,30,0 3,,,,,,33
UNDERVOTES/BLANK VOIDS/,14 05,,35,0 2,,,,,,37
"",Williamson,,129,13 17,,,,,,159
UNDERVOTES/BLANK VOIDS/,15 01,,8,5 0,,,,,,13
UNDERVOTES/BLANK VOIDS/,15 02,,3,4 3,,,,,,10
UNDERVOTES/BLANK VOIDS/,15 03,,15,3 2,,,,,,20
UNDERVOTES/BLANK VOIDS/,15 04,,11,4 3,,,,,,18
"",Wolcott,,37,16 8,,,,,,61
"* * * * * * * * * * * * * * * * * * * * * * * * * * * * * *",,,,REP IN CONGRESS 24TH DISTRI,,,Total,Pos,K04,"2,336"
Column 05,,,,,,,,,,
Pos A05 STATE SENATOR 54TH DISTRICT,,,* * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * *,,,,,,,
BALDRIDGE DEMOC,01 01,,156,0 15,,,,,,171
BALDRIDGE DEMOC,01 02,,99,68 24,,,,,,191
BALDRIDGE DEMOC,01 03,,134,0 14,,,,,,148
BALDRIDGE DEMOC,01 04,,112,0 14,,,,,,126
BALDRIDGE DEMOC,01 05,,119,0 12,,,,,,131
BALDRIDGE DEMOC,01 06,,195,0 14,,,,,,209
BALDRIDGE DEMOC,01 07,,110,0 15,,,,,,125
BALDRIDGE DEMOC,01 08,,58,40 7,,,,,,105
BALDRIDGE DEMOC,01 09,,122,0 12,,,,,,134
BALDRIDGE DEMOC,01 10,,130,0 25,,,,,,155
"",Arcadia,,"1,235",108 152,,,,,,"1,495"
BALDRIDGE DEMOC,02 01,,152,0 10,,,,,,162
"",Butler,,152,0 10,,,,,,162
BALDRIDGE DEMOC,03 01,,66,38 8,,,,,,112
Name,Party,Code,,Vote Count 1,2,Ab/Aff/Spec/Fed,Total Voters,Total
BALDRIDGE,DEMOC,03 02,,59,31,18,,108
BALDRIDGE,DEMOC,03 03,,70,54,13,,137
BALDRIDGE,DEMOC,03 04,,62,44,7,,113
"",,Galen,,257,167,46,,470
BALDRIDGE,DEMOC,04 01,,127,0,8,,135
BALDRIDGE,DEMOC,04 02,,144,0,16,,160
"",,Huron,,271,0,24,,295
BALDRIDGE,DEMOC,05 01,,96,0,12,,108
BALDRIDGE,DEMOC,05 02,,77,0,6,,83
BALDRIDGE,DEMOC,05 03,,124,0,13,,137
BALDRIDGE,DEMOC,05 04,,131,0,9,,140
BALDRIDGE,DEMOC,05 05,,65,0,4,,69
"",,Lyons,,493,0,44,,537
BALDRIDGE,DEMOC,06 01,,88,133,15,,236
BALDRIDGE,DEMOC,06 02,,137,182,24,,343
BALDRIDGE,DEMOC,06 03,,134,72,22,,228
BALDRIDGE,DEMOC,06 04,,101,52,12,,165
BALDRIDGE,DEMOC,06 05,,180,0,6,,186
"",,Macedon,,640,439,79,,"1,158"
BALDRIDGE,DEMOC,07 01,,93,0,6,,99
BALDRIDGE,DEMOC,07 02,,88,0,2,,90
BALDRIDGE,DEMOC,07 03,,147,0,7,,154
BALDRIDGE,DEMOC,07 04,,110,0,3,,113
"",,Marion,,438,0,18,,456
BALDRIDGE,DEMOC,08 01,,57,88,3,,148
BALDRIDGE,DEMOC,08 02,,291,2,18,,311
BALDRIDGE,DEMOC,08 03,,233,0,11,,244
BALDRIDGE,DEMOC,08 04,,115,0,10,,125
Name,Party,Code,,Vote Count 1,2,Ab/Aff/Spec/Fed,Total Voters,Total
BALDRIDGE,DEMOC,08 05,,162,0,8,,170
BALDRIDGE,DEMOC,08 06,,164,111,20,,295
"",,Ontario,,"1,022",201,70,,"1,293"
BALDRIDGE,DEMOC,09 01,,56,67,9,,132
BALDRIDGE,DEMOC,09 02,,65,68,10,,143
BALDRIDGE,DEMOC,09 03,,47,62,9,,118
BALDRIDGE,DEMOC,09 04,,60,65,6,,131
BALDRIDGE,DEMOC,09 05,,135,0,6,,141
BALDRIDGE,DEMOC,09 06,,31,49,8,,88
"",,Palmyra,,394,311,48,,753
BALDRIDGE,DEMOC,10 01,,207,0,8,,215
BALDRIDGE,DEMOC,10 02,,201,0,21,,222
"",,Rose,,408,0,29,,437
BALDRIDGE,DEMOC,11 01,,69,0,3,,72
BALDRIDGE,DEMOC,11 02,,84,0,7,,91
"",,Savannah,,153,0,10,,163
BALDRIDGE,DEMOC,12 01,,127,0,15,,142
BALDRIDGE,DEMOC,12 02,,46,83,11,,140
BALDRIDGE,DEMOC,12 03,,42,88,13,,143
BALDRIDGE,DEMOC,12 04,,147,0,12,,159
BALDRIDGE,DEMOC,12 05,,83,73,14,,170
BALDRIDGE,DEMOC,12 06,,87,61,16,,164
"",,Sodus,,532,305,81,,918
BALDRIDGE,DEMOC,13 01,,54,83,7,,144
BALDRIDGE,DEMOC,13 02,,308,220,43,,571
BALDRIDGE,DEMOC,13 03,,203,0,8,,211
BALDRIDGE,DEMOC,13 04,,218,0,26,,244
BALDRIDGE,DEMOC,13 05,,109,42,11,,162
Name Party,Code,Vote Count 1,2 Ab/Aff/Spec/Fed,Total Voters,,,,,Total
"",Walworth,892,345 95,,,,,,"1,332"
BALDRIDGE DEMOC,14 01,100,22 13,,,,,,135
BALDRIDGE DEMOC,14 02,193,0 22,,,,,,215
BALDRIDGE DEMOC,14 03,140,65 16,,,,,,221
BALDRIDGE DEMOC,14 04,98,0 8,,,,,,106
BALDRIDGE DEMOC,14 05,145,0 11,,,,,,156
"",Williamson,676,87 70,,,,,,833
BALDRIDGE DEMOC,15 01,75,41 13,,,,,,129
BALDRIDGE DEMOC,15 02,21,20 3,,,,,,44
BALDRIDGE DEMOC,15 03,45,30 5,,,,,,80
BALDRIDGE DEMOC,15 04,72,38 9,,,,,,119
"",Wolcott,213,129 30,,,,,,372
